name,clusterName,id
Backend Development,Specialised Skills,472
Human Resource Management,Human Resources: Human Resource Management and Planning;Specialised Skills,473
Foreign Exchange,Finance: Financial Trading;Specialised Skills,474
Persuasion,Specialised Skills,475
Phone Sales,Sales: Inside Sales;Specialised Skills,476
Value Proposition,Sales: General Sales;Specialised Skills,477
Adobe Illustrator,Design: Graphic and Visual Design Software;Specialised Skills,478
Adobe Indesign,Design: Graphic and Visual Design Software;Specialised Skills,479
Brand Awareness Generation,Marketing and Public Relations: Brand Management;Specialised Skills,480
Building Materials Industry Knowledge,Business: Business Process and Analysis;Specialised Skills,481
Content Management,Media and Writing: Content Development and Management;Specialised Skills,482
Market Planning,Marketing and Public Relations: Marketing Management;Specialised Skills,483
Marketing Management,Marketing and Public Relations: Marketing Management;Specialised Skills,484
Marketing Materials,Marketing and Public Relations: Marketing Management;Specialised Skills,485
Print Advertising,Marketing and Public Relations: Promotional Materials;Specialised Skills,486
Payroll Processing,Human Resources: Payroll;Specialised Skills,487
Preventive Maintenance,Specialised Skills,488
Management Reporting,Finance: Financial Reporting;Specialised Skills,489
SAP,Information Technology: Enterprise Resource Planning (ERP);Specialised Skills,490
ALGO,Specialised Skills,491
Docker Software,Information Technology: IT Automation;Specialised Skills,492
Financial Acumen,Finance: Financial Management;Specialised Skills,493
Botany,Science and Research: Biology;Specialised Skills,494
Environmental Impact Assessment (EIA),Environment: Environmental Regulations;Specialised Skills,495
HAZMAT,Environment: Hazardous Waste Management;Specialised Skills,496
Hydrogeology,Environment: Environmental Geology;Specialised Skills,497
Hydrology,Science and Research: Earth and Space Science;Specialised Skills,498
Occupational Hygiene,Specialised Skills,499
Surveys,Science and Research: Surveys;Specialised Skills,500
Zoology,Science and Research: Biology;Specialised Skills,501
Payroll Reports,Human Resources: Payroll;Specialised Skills,502
Capital Expenditures,Finance: Financial Management;Specialised Skills,503
Microsoft Project,Information Technology: Project Management Software;Specialised Skills,504
Security Experience,Public Safety and National Security: Physical Security;Specialised Skills,505
Security Operations,Public Safety and National Security: Government Clearance and Security Standards;Specialised Skills,506
Fertilisers,"Agriculture, Horticulture, and the Outdoors: Agronomy and Farming;Specialised Skills",507
Water Testing,Environment: Water Testing and Treatment;Specialised Skills,508
Fluid Mechanics,Engineering: Mechanical Engineering;Specialised Skills,509
Green Energy,Energy and Utilities: Clean Energy;Specialised Skills,510
MATLAB,Analysis: Mathematical Software;Specialised Skills,511
Meteorology,Science and Research: Earth and Space Science;Specialised Skills,512
Renewable Energy,Energy and Utilities: Clean Energy;Specialised Skills,513
Unmanned Aerial Systems (UAS),Specialised Skills,514
Wind Power,Energy and Utilities: Wind Energy;Specialised Skills,515
Wind Turbines,Energy and Utilities: Wind Energy;Specialised Skills,516
Branding Strategy,Marketing and Public Relations: Brand Management;Specialised Skills,517
Infor Software,Analysis: Business Intelligence Software;Specialised Skills,518
Process Management,Business: Business Process and Analysis;Specialised Skills,519
Wine Processing,Personal Care and Services: Food and Beverage Service;Specialised Skills,520
Physical Therapy,Health Care: Physical Therapy;Specialised Skills,521
Geology,Science and Research: Earth and Space Science;Specialised Skills,522
Geophysical Data,Energy and Utilities: Petroleum Science;Specialised Skills,523
Geophysics,Energy and Utilities: Petroleum Science;Specialised Skills,524
Petrel,Specialised Skills,525
Petrophysics,Energy and Utilities: Petroleum Science;Specialised Skills,526
Remote Sensing,Engineering: Imaging;Specialised Skills,527
Battery Drill,Specialised Skills,528
Carpentry,Architecture and Construction: Carpentry;Specialised Skills,529
Fencing,Specialised Skills,530
Hand Tools,"Maintenance, Repair, and Installation: Hand Tools;Specialised Skills",531
Order and Invoice Processing,Business: Order Management;Specialised Skills,532
Scrum,Information Technology: Software Development Principles;Specialised Skills,533
Scrum Master,Information Technology: Software Development Methodologies;Specialised Skills,534
Cabling,"Maintenance, Repair, and Installation: Electrical and Mechanical Labor;Specialised Skills",535
Communications Industry Knowledge,Industry Knowledge: Employment Services Industry Knowledge;Specialised Skills,536
Job Costing,Finance: Costing;Specialised Skills,537
Couchbase,Information Technology: NoSQL Databases;Specialised Skills,538
Fraud Investigation,Specialised Skills,539
JBoss,Information Technology: Web Servers;Specialised Skills,540
JBoss Application Server,Information Technology: Middleware;Specialised Skills,541
Java Message Service (JMS),Information Technology: Java;Specialised Skills,542
NoSQL,Information Technology: NoSQL Databases;Specialised Skills,543
PCI (Payment Card Industry),Information Technology: Information Security;Specialised Skills,544
TIBCO,Analysis: Business Intelligence;Specialised Skills,545
Tomcat,Information Technology: Web Servers;Specialised Skills,546
UNIX Shell,Information Technology: Scripting;Specialised Skills,547
WebLogic,Information Technology: Web Servers;Specialised Skills,548
Livestock Handling,Specialised Skills,549
Predictive / Preventative Maintenance,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",550
Warehouse Industry Knowledge,Specialised Skills,551
Business Intelligence Reporting,Analysis: Business Intelligence;Specialised Skills,552
Legal Compliance,Legal: Regulation and Law Compliance;Specialised Skills,553
SQL Server Reporting Services (SSRS),Information Technology: Microsoft SQL Extensions;Specialised Skills,554
Impact Assessment,Specialised Skills,555
Asset Protection,Public Safety and National Security: Loss Prevention;Specialised Skills,556
Cyber Security Knowledge,Information Technology: Cybersecurity;Specialised Skills,557
Security Operations Management,Information Technology: Cybersecurity;Specialised Skills,558
Child Care,Personal Care and Services: Child Care;Specialised Skills,559
Teaching,Education and Training: Teaching;Specialised Skills,560
Accounts Payable / Accounts Receivable,Finance: Accounts Payable and Receivable;Specialised Skills,561
Claims Knowledge,Customer and Client Support: Claims Processing;Specialised Skills,562
Claims Processing,Customer and Client Support: Claims Processing;Specialised Skills,563
Order Packing and Shipping,Supply Chain and Logistics: General Shipping and Receiving;Specialised Skills,564
Business-to-Business,Specialised Skills,565
Contract Review,Business: Contract Management;Specialised Skills,566
Supply Chain Management,Supply Chain and Logistics: Supply Chain Management;Specialised Skills,567
Aerospace Industry Knowledge,Specialised Skills,568
International Traffic in Arms Regulations (ITAR),Legal: Regulation and Law Compliance;Specialised Skills,569
Technical Drawings,Engineering: Drafting and Engineering Design;Specialised Skills,570
Commercial Construction,Architecture and Construction: Construction Management;Specialised Skills,571
Contract Administration,Business: Contract Management;Specialised Skills,572
Project Engineering,Specialised Skills,573
Residential Development,Specialised Skills,574
Succession Planning,Human Resources: Talent Management;Specialised Skills,575
Biologics Development,Specialised Skills,576
Product Delivery,Specialised Skills,577
ServiceNow,Information Technology: Cloud Solutions;Specialised Skills,578
Big Data,Information Technology: Big Data;Specialised Skills,579
Financial Accounting,Finance: Financial Accounting;Specialised Skills,580
File Management,Administration: General Administrative and Clerical Tasks;Specialised Skills,581
Filing,Administration: General Administrative and Clerical Tasks;Specialised Skills,582
Leasing,Business: Real Estate and Rental;Specialised Skills,583
Engineering Projects,Engineering: Engineering Management;Specialised Skills,584
Programme Management,Education and Training: Program Management;Specialised Skills,585
Project Planning and Development Skills,Business: Project Management;Specialised Skills,586
Working With Patient And/Or Condition: Hepatitis A,Specialised Skills,587
Working With Patient And/Or Condition: Hepatitis B,Health Care: Infectious Diseases;Specialised Skills,588
Team Building,Specialised Skills,589
Microsoft Word,Information Technology: Microsoft Office and Productivity Tools;Specialised Skills,590
Outsourcing,Business: Business Solutions;Specialised Skills,591
Computer Installation and Setup,Information Technology: Technical Support;Specialised Skills,592
Microsoft Active Directory,Information Technology: Network Configuration;Specialised Skills,593
Microsoft Exchange,Information Technology: Systems Administration;Specialised Skills,594
Network Support,Information Technology: General Networking;Specialised Skills,595
Video Conferencing,Information Technology: Telecommunications;Specialised Skills,596
Virtual Private Networking (VPN),Information Technology: Network Configuration;Specialised Skills,597
Catalysis,Specialised Skills,598
Computational Chemistry,Science and Research: Chemical Analysis;Specialised Skills,599
Faculty Training,Education and Training: Teaching;Specialised Skills,600
Fuel Cell,Energy and Utilities: Power Generation;Specialised Skills,601
